,track_id,artists,album_name,track_name,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,popularity
43,00b0xXXPbLvZkMa7JcJ2RT,Buren Van De Brandweer,Weekend Weg,Weekend Weg,162206,False,0.778,0.911,11,-4.209,1,0.128,0.00173,1.92e-06,0.0767,0.883,145.017,4,hardstyle,28
44,3XN6gsqRw1EzezEdgQmKO7,SHINJIRO ATAE (from AAA),THIS IS WHERE WE PROMISE,How We Do It,241066,False,0.704,0.804,0,-5.924,1,0.0434,0.0187,0.0,0.0834,0.556,127.004,4,j-dance,19
45,7vF3xkCMvZjAe2nTWY0uQZ,Jake Owen,Greetings From...Jake,Made For You,238400,False,0.581,0.441,1,-6.829,1,0.0268,0.77,2.75e-05,0.111,0.337,82.125,4,country,70
46,6Zsi7i2cx3K1gjLjZKek9H,Melorman,You Became a Memory,Ten,252000,False,0.549,0.566,7,-11.218,1,0.0361,0.044,0.946,0.11,0.0367,160.002,4,idm,10
47,3KN8XPsoTfqgBROxNW6Gce,K.I.Z,Hahnenkampf,Ellenbogengesellschaft (Pogen),221853,False,0.612,0.737,7,-6.332,1,0.322,0.0122,0.0,0.08,0.597,182.177,4,german,40
48,60C3tBC9yPX9vzwYnPrDbd,CASTLEBEAT,Half Life,Cinema,222089,False,0.46,0.721,2,-7.347,1,0.0308,0.564,0.613,0.14,0.598,84.426,4,garage,53
49,6iRliiSmirF0h7R2uFYd2J,Kotiteollisuus,Kruuna/klaava,Kruuna/klaava,334546,False,0.503,0.904,9,-6.038,1,0.0434,0.000217,0.315,0.0924,0.35,120.017,4,heavy-metal,19
50,0JBQnLKfLXmlkquabLtAgd,In Flames,Clayman,Only for the Weak,294866,False,0.418,0.835,0,-4.824,0,0.0449,2.33e-06,0.766,0.289,0.549,104.986,4,goth,63
51,4JrGpUQothsSVR6iBhR9NC,Namewee;Leehom Wang,亞洲通車,飄向北方,269181,False,0.5,0.778,0,-4.658,0,0.126,0.387,0.0,0.16,0.279,173.906,4,malay,55
52,3PVczFr0abPSkgcwjXJJDh,Y.V.E. 48,Let You Know,Let You Know,173166,False,0.61,0.571,5,-9.432,1,0.0395,0.242,0.21,0.228,0.147,89.769,4,deep-house,55
53,1fEGtTZjrjJW8eUeewnNJR,Iron & Wine,The Shepherd's Dog,"Flightless Bird, American Mouth",241917,False,0.369,0.403,3,-7.996,1,0.0259,0.827,0.0541,0.106,0.177,154.899,3,folk,69
54,7EtQ5CqjSRgItuTYXeEtc9,Orbit Culture,Vultures of North,Vultures of North,278181,False,0.402,0.912,9,-3.108,1,0.0711,2.07e-05,0.0165,0.159,0.217,176.007,4,death-metal,54
55,1XhvxvYcUx24eMChOpfraF,Kristen Bell,La Reine des Neiges 2 (Bande Originale Française du Film/Deluxe Edition),Home - Outtake,176865,False,0.708,0.424,2,-7.048,1,0.0353,0.724,0.0,0.0722,0.637,101.703,4,disney,18
56,6pkRLVS9TJKKFzEyZI7QFv,Dead Fish,Ponto Cego,Sombras da Caverna,173720,False,0.419,0.947,5,-4.966,0,0.0531,5.42e-05,5.74e-06,0.185,0.454,133.005,4,hard-rock,36
57,0Iv6ig3ixIwSbFHUCkHRVG,Skyy,Start Of A Romance,Start of a Romance,287440,False,0.706,0.715,6,-10.924,0,0.0536,0.141,0.00812,0.106,0.914,102.399,4,disco,33
58,1EZYmas3jh7aUKqCF9EI5A,CASTLEBEAT,VHS,These Days,156497,False,0.584,0.772,4,-9.993,1,0.0295,0.757,0.887,0.115,0.946,129.999,4,garage,50
59,7ztSVy67w9rXpKg5L2zN5l,Twin Strings,Dhalti Rahe - Single,Dhalti Rahe,287000,False,0.65,0.327,10,-11.441,1,0.0324,0.725,0.000302,0.0824,0.196,140.047,3,indian,53
60,689hKgiURfX5545kFXcI2l,Randall King,Never Leave - Country Magic,You in a Honky Tonk,183570,False,0.626,0.705,9,-5.911,1,0.0256,0.121,1.67e-05,0.341,0.62,103.936,4,country,0
61,6wVxhM5GJiZCro0xPWox6g,Bailey Pelkman;Randy Rektor,Acoustic Duets,I Just Called To Say I Love You,189646,False,0.746,0.257,0,-9.878,1,0.0312,0.772,0.0,0.107,0.348,132.032,4,acoustic,54
62,564R2CUjKmBW3hNTghZeKk,Aonikenk,Sentir Metalero,Cacique Yatel,256360,False,0.277,0.97,9,-3.577,0,0.212,0.000194,5.24e-06,0.197,0.119,116.211,3,heavy-metal,31
63,2KDh8WCdnPKTQz2lvIL2bv,Thiago Soares;Grupo Menos É Mais,"Pra Lembrar, Beber e Cantar",Absoluta / Que Dure para Sempre / Interfone / Quando É Amor,388358,False,0.661,0.634,0,-8.761,1,0.05,0.753,0.0,0.0926,0.869,162.118,4,pagode,41
64,16oVqtzrcrdzQvtIRnA2Wx,Racionais MC's,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",De Volta À Cena,121853,False,0.794,0.752,9,-7.935,1,0.853,0.567,0.0,0.479,0.32,158.133,4,brazil,44
65,2wFblS49qUyicuDXHcvSFD,Raumakustik,The Masquerade (Mixed by Claptone) [Mixed],Raider - Mixed,359053,False,0.802,0.974,7,-7.746,1,0.102,0.00221,0.883,0.151,0.439,123.039,4,minimal-techno,18
66,13hc2Rjeh0cJ8qnIUABazb,Charlie Brown Jr.,Imunidade Musical,Too Fast Live Too Young Too Die,39266,False,0.473,0.942,8,-4.479,1,0.0711,0.00846,0.737,0.0867,0.351,96.781,4,hard-rock,35
67,4UDmDIqJIbrW0hMBQMFOsM,Bee Gees,Staying Alive (Original Motion Picture Soundtrack),Stayin' Alive,92866,False,0.707,0.535,10,-19.793,0,0.0436,0.113,0.00615,0.0884,0.641,103.644,4,rock,77
68,1OUxBM6TphEnDh4EQkNRv1,Plain White T's,Wonders Of The Younger (International Version),Rhythm Of Love,200200,False,0.531,0.549,8,-7.895,1,0.0378,0.363,0.0,0.118,0.681,171.781,4,punk-rock,53
69,6VnHJ2qyC1MpodivmPBm8F,Chewie Melodies,Genshin Impact Piano Cover Collection (Pt. 2),Qingyun Peak Daytime,70273,False,0.485,0.0192,4,-29.844,1,0.0503,0.991,0.922,0.0991,0.41,134.218,4,piano,40
70,1XVzkGLefSE6C7xQOZaEgv,Abandoned;Shiah Maisel,Finally Healing,Finally Healing,180436,False,0.425,0.743,5,-5.478,1,0.0633,0.245,1.71e-06,0.162,0.385,171.94,4,dubstep,32
71,0bMzCNqq4U5pQakqcyfJHR,Jason Ross;HOLT,Hate This Kind of Love (feat. HOLT),Hate This Kind of Love (feat. HOLT),226857,False,0.574,0.794,4,-4.81,1,0.058,0.106,0.0,0.103,0.439,104.906,4,trance,41
72,1S3EEpzJoqUU79zDmoTJmQ,Punch Brothers,Antifogmatic,Don't Need No,269080,False,0.554,0.296,8,-15.659,1,0.0539,0.641,0.112,0.0958,0.535,110.526,4,bluegrass,20
73,7fyVBKYJYMP42nNr9RFTAT,HYBS,Ride,Ride,181622,False,0.757,0.393,5,-7.942,1,0.212,0.788,0.000986,0.0501,0.715,77.985,4,chill,67
74,07Wy1eKaBeKTUhCQVPvaKP,Aditya A;Mumzy Stranger,Chaand Baaliyan (Girl Let Me Tell You),Chaand Baaliyan - Girl Let Me Tell You,135000,False,0.718,0.801,0,-4.54,1,0.0543,0.0955,0.00276,0.196,0.782,99.975,4,indie,46
75,4xoC85cReQ3fobSv12Oi1w,Juanes,Para entrar en calor,Hermosa Ingrata,181840,False,0.729,0.764,9,-6.138,0,0.0452,0.201,0.000598,0.0807,0.964,94.017,4,rock,0
76,75CodNaH0nZM9MBqJRnRSj,Tedua;Sfera Ebbasta,RAP ITALIANO 2010-2020 HITS Vol.1,Lingerie,198026,False,0.644,0.637,9,-7.816,1,0.0489,0.0119,5.71e-05,0.0973,0.128,127.993,4,indie,4
77,6indn0fTsUOGYKzO25FXvR,Cyclo,La Corona,La Corona,270794,True,0.492,0.827,9,-6.325,0,0.181,0.159,0.0,0.0987,0.157,100.381,4,spanish,32
78,4kkEfM9k5eBUMWG2dongGA,Marcelo Aguiar,Mais de Mil Razões,Esse é o Meu Deus,152960,False,0.597,0.408,5,-6.227,1,0.032,0.694,0.0,0.175,0.406,119.953,4,gospel,41
79,0f5IlhiVWUUq4SGHyrRxIt,Universo,Galaxia,Viento Estelar,185943,False,0.141,0.0405,3,-29.013,1,0.0382,0.965,0.966,0.0983,0.0378,59.418,4,sleep,66
80,09v1z9imk160lC4DByT4RX,Jim Brickman,"Soothe, Vol. 2: Sleep (Music for Tranquil Slumber)",Exhale,278639,False,0.43,0.091,9,-18.793,0,0.0346,0.977,0.913,0.0984,0.0742,119.811,4,new-age,19
81,2iwZNz30F5QFzQszFTFPYx,Winds of Plague,Decimate the Weak,Unbreakable,256413,False,0.456,0.947,2,-2.983,1,0.0613,1.11e-05,0.166,0.364,0.286,115.043,4,death-metal,22
82,3pBFOchIRVAcvWK4MQ6Jgz,Rodolfo Abrantes;O Muro de Pedra,Joio ou Trigo,Todo Dia Até Morrer,224573,False,0.757,0.643,7,-6.832,1,0.0369,0.454,0.0,0.258,0.835,128.0,4,gospel,41
83,5I8V18PYNOKqIHAIwPn0Ea,"Sarah, the Illstrumentalist",Pocket Full of Crystals: Vol 2,Magnetite,120332,False,0.664,0.186,5,-16.097,1,0.0685,0.555,0.00928,0.114,0.193,161.969,4,study,8
84,0lp3u9nJusd5l8aKPAWELl,Felipe Araújo;Matheus & Kauan,Mais Um,Mais Um,168258,False,0.766,0.793,6,-4.427,1,0.0477,0.421,0.0,0.093,0.73,126.975,4,sertanejo,43
85,5wRosZhB66DzD6WSnt0XyX,DJ Noiz;Konecs;Vili Langi,Ofa Mai,Ofa Mai,184581,False,0.872,0.78,10,-4.06,1,0.068,0.0712,0.0,0.0643,0.695,106.009,4,dubstep,50
86,0Nj4eoThAEPpmeSA6zWYEs,Opeth,Blackwater Park,Bleak,555933,False,0.247,0.868,0,-4.902,1,0.0762,8.19e-05,0.663,0.594,0.261,97.527,4,death-metal,43
87,5jEAWfOIPhTol0LCRx2Mzj,Pitty,Dê um Rolê - Single,Dê um Rolê,268440,False,0.392,0.765,5,-5.906,1,0.0376,0.00451,0.0,0.128,0.647,121.499,4,hard-rock,39
88,1TyuusIyvlm93bl50KEsmd,Steely Dan,A Decade Of Steely Dan,Deacon Blues,454560,False,0.751,0.545,0,-13.429,1,0.0394,0.49,0.000342,0.131,0.599,115.848,4,psych-rock,29
89,4SupI9OXg3hwrymR85hkhL,TK from Ling tosite sigure,Signal,Signal,319800,False,0.433,0.91,2,-2.547,0,0.0643,0.00173,2.99e-05,0.122,0.303,83.408,4,j-rock,49
90,2JPLbjOn0wPCngEot2STUS,Bad Bunny,Yonaguni,Yonaguni,206710,True,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,4,reggaeton,87
91,7wlMBq2mjXlqxSmonLSk2i,Los Apus,No Debí Conocerte,No Me Vuelvo a Enamorar,243809,False,0.812,0.615,1,-5.769,0,0.0456,0.723,0.000894,0.106,0.815,102.05,4,guitar,21
92,7pjj6hVH1uh9Mf6rQ6QO0O,Hjalle & Heavy,På Rymmen,En Kungens Man,134493,False,0.547,0.898,7,-6.213,1,0.0589,0.049,0.0,0.0681,0.647,95.612,4,swedish,38
93,2CgD1AHCt23YSWNBQMgC3q,creamy;Martin Arteta;11:11 Music Group,Past Lives,Past Lives (Acoustic),122586,False,0.601,0.33,3,-13.346,1,0.0336,0.981,0.0159,0.355,0.461,116.058,4,chill,48
94,1PYe4YkKMsZ4JdvEZYBE6m,The Verve,Rock Workout 2023,Bitter Sweet Symphony - Remastered 2016,357266,False,0.356,0.917,9,-6.005,1,0.0487,0.0336,0.0,0.406,0.523,171.172,4,alternative,1
95,5Osd2BWeCNtA6EMLY0Dsil,Anathema,A Natural Disaster (Remastered),Flying - Remastered,357013,False,0.376,0.374,0,-8.276,0,0.0323,0.0162,0.000515,0.263,0.0451,141.738,3,goth,46
96,46jMKblQOnQwSfnrRzQpI8,Freestylers,Pressure Point,London Sound,339400,True,0.922,0.855,11,-6.053,0,0.0856,0.0398,1.25e-05,0.0702,0.934,130.893,4,breakbeat,16
97,5x2STIzWAYohcaKuxohIGa,Atitude 67,Atitude 67 (Ao Vivo),Vou Te Escrever Um Rap - Ao Vivo,190440,False,0.712,0.823,9,-6.298,1,0.0859,0.561,0.0,0.767,0.765,161.885,4,pagode,48
98,7trX995xQ3AdG8LW4OCZb3,Yaga & Mackie,Los Mackieavelikos 2055,La Bellaquera,235400,True,0.833,0.661,11,-7.721,0,0.109,0.00836,0.00287,0.076,0.881,78.006,4,latino,40
99,4SSpiR3Dmuc34bqJqbufom,Mumuzinho,Resenha Do Mumu (Ao Vivo),Playlist - Ao Vivo,179765,False,0.561,0.821,5,-6.188,1,0.106,0.455,0.0,0.693,0.781,164.115,4,pagode,45
100,1I6q6nwNjNgik1Qe8Oi0Y7,Culture Club,Kissing To Be Clever,Do You Really Want To Hurt Me,262173,False,0.744,0.376,4,-14.996,0,0.0366,0.0815,0.0,0.108,0.42,100.78,4,synth-pop,66
101,2lqmQNbNZUVwGu6M4d3Ggn,Francisca Valenzuela,Muérdete La Lengua (Edición Especial),Muérdete La Lengua,178453,False,0.59,0.73,2,-5.04,1,0.0379,0.00819,0.0,0.104,0.892,130.969,4,electronic,42
102,1wxF7Ilffr7yRgoX7j2iSP,Tribal Rain,Roka Yo Samay,Chinta,259683,False,0.735,0.297,3,-11.889,1,0.0324,0.931,0.0621,0.109,0.723,97.97,4,indie-pop,47
103,2MKJbTQepwHTMhKmbAk225,dyl dion,meant nothing to me,meant nothing to me,117391,False,0.801,0.643,5,-5.635,1,0.0355,0.824,5.09e-05,0.109,0.664,147.29,4,sad,57
104,7tYQXKBRjIafvyczPPUbbe,La Renga,Triste Hora,Balada Del Diablo y La Muerte,336360,False,0.407,0.771,4,-6.991,0,0.0558,0.128,0.0,0.127,0.429,132.006,4,alt-rock,0
105,1ZIpOTFiz7CmIU8nmz6x6k,Robbie Rule;TripleDose Production,Do Without Dem,Do Without Dem,187593,True,0.59,0.749,2,-5.546,1,0.305,0.781,0.0,0.08,0.465,72.581,3,j-dance,20
106,3odrUVQ9tvRpkC9II2oWzx,Ellie Goulding,"Still Falling For You (From ""Bridget Jones's Baby"" Original Motion Picture Soundtrack)","Still Falling For You - From ""Bridget Jones's Baby""",240867,False,0.473,0.518,1,-8.1,1,0.0405,0.553,1.26e-06,0.111,0.18,96.129,4,indie,73
107,0wwurbloAiMd8CcLUuZJxB,Bishop Briggs,Halloween & Alternative,Dead Man's Arms,245173,False,0.535,0.508,2,-5.996,0,0.0318,0.233,0.0,0.0993,0.236,134.577,4,alt-rock,0
108,1TsziatjkTtvyJInIL8mIJ,Sarah Kang;Nieman,i'm lost,i'm lost,196311,False,0.383,0.496,11,-7.101,1,0.0455,0.787,0.0,0.1,0.368,55.693,3,chill,49
109,4yGreqJT68htx4FYJJ9Ixr,Daniela Araújo,Daniela Araújo,Dono dos Meus Dias,235756,False,0.328,0.282,0,-14.752,1,0.0295,0.729,0.00723,0.11,0.371,185.358,4,gospel,39
110,6Au7CCNN2wXgCNxdavgxDM,Lee So Ra;SUGA,Song Request 신청곡 (feat. SUGA of BTS),Song Request 신청곡 (feat. SUGA of BTS),281066,False,0.481,0.59,2,-7.145,1,0.0903,0.707,0.00037,0.141,0.454,175.788,4,songwriter,56
111,6ahKJEP3jK2TnDUwHa4sI9,Behemoth,Opvs Contra Natvram,Post-God Nirvana,190520,True,0.365,0.685,1,-9.227,1,0.0525,0.104,0.357,0.189,0.0395,79.99,4,black-metal,49
112,5edOKEtwynJL4xwvIHjRCU,Peter Wackel,Wackel Total!,Ladioo - Party-Mix,221797,False,0.556,0.948,1,-3.005,0,0.127,0.0357,0.0,0.579,0.297,134.985,4,party,24
113,5tWCTXztbnOsJfNYs8R1sK,Edwin Luna y La Trakalosa de Monterrey;Kombo Kolombia,De Monterrey a Sinaloa,Como Duele (feat. Kombo Kolombia),182800,False,0.757,0.564,5,-5.003,1,0.03,0.748,0.0,0.234,0.644,126.17,4,r-n-b,41
114,2RAEtFZQd4TZexKgblZNgA,Wisin & Yandel;Anthony Santos,Última Misión Reggaeton,Noche De Sexo,205773,True,0.721,0.714,11,-5.436,0,0.234,0.107,0.0,0.562,0.506,94.002,4,reggae,0
115,2m03BtMMefvQspKp35yLwk,Squeeze,Greatest Hits,Take Me I'm Yours,169866,False,0.623,0.587,2,-13.956,1,0.0409,0.00205,0.0,0.0494,0.858,123.779,4,synth-pop,24
116,53xKlevoXT2OIdDQx3KDl1,? & The Mysterians,Don't Break This Heart Of Mine,96 Tears,176866,False,0.65,0.562,7,-5.965,1,0.0345,0.0623,3.08e-05,0.076,0.88,123.674,4,punk,40
117,6wSxyvZKX7YKtd12tLc4PJ,Amaranthe,HELIX,Momentum,201846,False,0.542,0.948,11,-4.66,0,0.075,5.34e-05,0.0,0.105,0.466,99.988,4,goth,32
118,5gKj4kvEU63pGvXPRZrFXD,Dj Victor;Mc Kadu;MC Ryan SP;MC Cebezinho;Mc Jean;Mc Kanhoto;Mc Daniel,Chapa de Licor,Chapa de Licor,352000,False,0.719,0.452,0,-5.237,0,0.729,0.597,0.0,0.0825,0.729,119.364,5,funk,45
119,6eh1XcE9oH6lJ3Zasz6qkZ,Lacrimosa,Testimonium,Herz und Verstand,332760,False,0.617,0.648,0,-7.883,0,0.0328,0.00187,0.171,0.0673,0.56,138.015,4,goth,22
120,4VFPqkCuTS1tQpbnsSot2q,LOUTA,DECIME QUE ES VERDAD,DECIME QUE ES VERDAD,184831,False,0.369,0.223,8,-9.582,0,0.0348,0.114,0.0,0.274,0.34,87.352,4,alt-rock,44
